timestamp,"{""InfraID"":""Edge-Pi4"",""instance"":""129.127.231.125:9100"",""job"":""node"",""label"":""Free Memory Percentage""}","{""InfraID"":""Edge-Pi4"",""instance"":""129.127.231.162:9100"",""job"":""node"",""label"":""Free Memory Percentage""}","{""InfraID"":""Edge-Pi4"",""instance"":""129.127.231.168:9100"",""job"":""node"",""label"":""Free Memory Percentage""}"
1617756013.671,27.863592901263228,27.788180813491316,28.148913872048443
1617756018.671,27.863592901263228,27.788180813491316,28.148913872048443
1617756023.671,27.863592901263228,27.788180813491316,28.148913872048443
1617756028.671,27.863592901263228,27.79165038180558,28.148913872048443
1617756033.671,27.863592901263228,27.79165038180558,28.148913872048443
1617756038.671,27.863592901263228,27.79165038180558,28.148913872048443
1617756043.671,27.86093970196408,27.791242197298022,28.149730241063565
1617756048.671,27.86093970196408,27.791242197298022,28.149730241063565
1617756053.671,27.86093970196408,27.791242197298022,28.149730241063565
1617756058.671,27.86400108577079,27.790221736029117,28.149730241063565
1617756063.671,27.86400108577079,27.790221736029117,28.149730241063565
1617756068.671,27.86400108577079,27.790221736029117,28.149730241063565
1617756073.671,27.860735609710304,27.792874935328264,28.149730241063565
1617756078.671,27.860735609710304,27.792874935328264,28.149730241063565
1617756083.671,27.860735609710304,27.792874935328264,28.149730241063565
1617756088.671,27.86012333294896,27.792058566313145,28.149117964302224
1617756093.671,27.86012333294896,27.792058566313145,28.149117964302224
1617756098.671,27.86012333294896,27.792058566313145,28.149117964302224
1617756103.671,27.858796733299386,27.792670843074486,28.148403641413992
1617756108.671,27.858796733299386,27.792670843074486,28.148403641413992
1617756113.671,27.858796733299386,27.792670843074486,28.148403641413992
1617756118.671,27.86022537907585,27.793079027582046,28.149424102682897
1617756123.671,27.86022537907585,27.793079027582046,28.149424102682897
